Unique ID = 	Higgins00010224Public	City = 	NRA	Area = 	Chicago	Business Name = 	Ajinomoto Foods North America	Business Website = 	http://www.ajinomotofoodservice.com	Business Type = 	Food/Beverage Manufacturing Grocery/Convenience Store(Gas Station) Grocery/Convenience Store(No Gas Station) Hotels/Motels(Casino)	Offering = 	"Ajinomoto Foods North America makes it easy to menu the flavors of the world with premium frozen appetizers, handhelds, entrees, and sides. With trusted industry brands that save time and labor, our products meet the needs of every operation. With products in the Appetizer, Latin/Mexican, Asian, and Chili categories, we offer a wide breadth of diverse products, flavors and platforms that serve an extensive range of operators and consumers."								
Unique ID = 	Higgins00010235Public	City = 	NRA	Area = 	Chicago	Business Name = 	Beyond Meat	Business Website = 	http://www.beyondmeat.com	Business Type = 	Specialty Food(Meat)	Offering = 	"We believe there�s a better way to feed our future. By shifting from animal to plant-based meat, we can positively affect the planet, the environment, the climate and even ourselves. After all, the positive choices we make every day � no matter how small � can have a great impact on our world."								
Unique ID = 	Higgins00010236Public	City = 	NRA	Area = 	Chicago	Business Name = 	Black Sheep Foods	Business Website = 	www.blacksheepfoods.com	Business Type = 	Specialty Food(Meat)	Offering = 	"Black Sheep Foods stands out in the plant-based industry by owning and integrating its unique fat and flavor profiles, creating a meat-like experience that rivals traditional animal products. The company delivers its innovative products in versatile formats such as kebabs, bites, and wellingtons, catering to both consumer and chef needs for diversity beyond the usual plant-based options. Their approach has received high praise, including chefs such as Guy Fieri, for its authentic taste and texture, contributing to significant sales increases for early adopters like the upscale fast-fine restaurant Souvla. Black Sheep Foods not only improves kitchen efficiency with higher yield and less labor but also aligns with the health and environmental preferences of consumers, offering products with fewer calories, less fat, and no cholesterol compared to animal counterparts. Their latest product, steak bites, tastes better than traditional meat and undercuts the price - try it for yourself at booth #282 where they will be sampling it for the first time!"								
Unique ID = 	Higgins00010237Public	City = 	NRA	Area = 	Chicago	Business Name = 	Blodgett Ovens	Business Website = 	www.blodgett.com	Business Type = 	*Industry: Retail Sales	Offering = 	Oven and Kitchen services								
Unique ID = 	Higgins00010238Public	City = 	NRA	Area = 	Chicago	Business Name = 	"Botrista, Inc."	Business Website = 	https://www.botrista.com	Business Type = 	Food/Beverage Manufacturing Grocery/Convenience Store(Gas Station) Grocery/Convenience Store(No Gas Station) Hotels/Motels(Casino)	Offering = 	"At Botrista, our mission is to help restaurants be more profitable by enabling them to serve trending beverages without added complexity. Offer your guests an ever-changing selection of premium, made-to-order drinks from over 15 categories and 2,000 recipes�ready in under 20 seconds, with push of a button ease. From boba teas and iced coffee creations, to smoothies, refreshing blended lemonades, seasonal specialties, and more, Botrista is a full craft beverage platform that blends innovation with nature�s flavors, providing our partners with a long-term solution to keeping up with consumer trends. Expand and upgrade your drink offerings, boost profits, enhance operational efficiency�and keep your guests coming back for more."								
Unique ID = 	Higgins00010239Public	City = 	NRA	Area = 	Chicago	Business Name = 	Broaster Company	Business Website = 	http://www.broaster.com	Business Type = 	*Industry: Retail Sales	Offering = 	"Broaster Company is known worldwide for its durable and reliable Broaster Pressure Fryers and also for the most tender and juicy fried chicken you've ever had, Broasted Chicken. Broaster Company manufactures a full lineup of pressure fryers and other foodservice equipment as well as marinades and coatings out of our facility in Beloit, Wisconsin. Broaster Company has three branded trademarked foodservice programs; Genuine Broaster Chicken, Broaster Express and Rock County Smokehouse that are perfect ""restaurant in a box"" concepts for c-stores, grocery delis and other non-traditional locations. Private labeling and program development available for National Accounts."								
Unique ID = 	Higgins00010240Public	City = 	NRA	Area = 	Chicago	Business Name = 	C4 Energy	Business Website = 	c4energy.com	Business Type = 	Food/Beverage Manufacturing Grocery/Convenience Store(Gas Station) Grocery/Convenience Store(No Gas Station) Hotels/Motels(Casino)	Offering = 	"C4� Energy is the energy drink you can count on to unlock the best version of yourself. Featuring three variations that include: C4� Energy, explosive energy for superhuman performance; C4� Smart Energy to fuel focus and attention; and C4� Ultimate for ultimate energy and endurance, the C4� Energy lineup is built for high-performance. Made for the innovators and creators, the hustlers, and go-getters, C4� Energy features performance ingredients designed to unlock greatness with ZERO sugar for clean, all-day energy without the crash."								
Unique ID = 	Higgins00010241Public	City = 	NRA	Area = 	Chicago	Business Name = 	Catupiry	Business Website = 	www.catupiry.com.br	Business Type = 	Food/Beverage Manufacturing Grocery/Convenience Store(Gas Station) Grocery/Convenience Store(No Gas Station) Hotels/Motels(Casino)	Offering = 	"Icon of flavor and quality, Catupiry� is a 100% Brazilian company. The company began its activities in the early 20th century when Italian immigrants M�rio and Rosa Silvestrini started to prepare and sell the first Soft Cheese in the country, in the hydromineral resort of Lambari, in Minas Gerais. Throughout its history, Catupiry� has won several national and international awards for gastronomic quality. Being present in the lives of different generations, synonymous with quality and unique flavors, Catupiry� Soft Cheese can be used as an ingredient of countless Brazilian gastronomy menus that nourish us. This is how, for over 110 years, valuing and transforming simple moments into special moments has given life to our brand and tradition. Our entrepreneurial essence will always keep an eye on the future, innovating and perpetuating our commitment to excellence as a permanent value. Quality that comes from the origin of the raw material throughout the production. Catupiry� has a vast portfolio of dairy and frozen products to meet different occasions such as breakfast, lunch, snacks and other special moments. They are distinct products with..."								
Unique ID = 	Higgins00010242Public	City = 	NRA	Area = 	Chicago	Business Name = 	Celsius	Business Website = 	www.celsius.com	Business Type = 	Food/Beverage Manufacturing Grocery/Convenience Store(Gas Station) Grocery/Convenience Store(No Gas Station) Hotels/Motels(Casino)	Offering = 	"CLINICALLY PROVEN TO FUNCTION Stay active and energized all day long with CELSIUS by your side. CELSIUS powers active lives every day with essential, functional energy. We�re different from other energy drinks because we focus on movement. When combined with exercise, our formula is clinically proven to boost your metabolism and help you burn body fat. Whether you need an extra boost at the gym or a delicious pick-me-up to help you hustle through your workday, CELSIUS is here to help you stay active and focused on your goals."								
Unique ID = 	Higgins00010243Public	City = 	NRA	Area = 	Chicago	Business Name = 	CFS Brands	Business Website = 	http://www.carlislefsp.com	Business Type = 	Online Business	Offering = 	"We�ve unified our collection of incredible brands under the CFS Brands name toward our goal of becoming THE single source you turn to for all your foodservice, healthcare, and hygiene solutions. This means hundreds of innovative products and solutions that feature enhanced design, intuitive integration, and increased value to help you meet today�s challenges and realize a whole new level of success. This strategic refresh will be the catalyst for many exciting new initiatives here at CFS Brands, which will be rolling out over the months to come. Meanwhile, continue convenient online ordering at carlislefsp.com and sanjamar.com or directly from your CFS Brands representative. Please join us in celebrating the new CFS Brands as we move forward and make good on our new brand promise: Designing Value. Delivering Success."								
Unique ID = 	Higgins00010244Public	City = 	NRA	Area = 	Chicago	Business Name = 	Chef Works Inc	Business Website = 	https://www.chefworks.com	Business Type = 	Other: Food & Hospitality	Offering = 	"At Chef Works | Bragard, we're more than just a brand; we're the heartbeat of the culinary world, providing chefs, restaurants, and enterprise customers worldwide with workwear and apparel that defines their brand, elevates their culinary journey, and creates a sense of belonging across international properties. We take pride in knowing we're the world's largest and most trusted culinary apparel provider. Chef Works continues to lead because we never rest. Much like our namesake, we work hard to ensure the world's dedicated culinarians have a product built to last. In 2021, Chef Works acquired Bragard, the most iconic European culinary brand. Steeped in tradition, Bragard set the standard in luxury culinary uniforms for almost a century. By combining Bragard craftsmanship with Chef Works' cutting-edge design and technology, we now proudly offer the industry's most comprehensive culinary and workwear catalog. Don't let our name fool you. Chef Works | Bragard facilitates workwear for multiple industries. We curate programs that meet your needs, from hotel concierge to assisted living, and everything in between."								
Unique ID = 	Higgins00010245Public	City = 	NRA	Area = 	Chicago	Business Name = 	"Chowly, Inc"	Business Website = 	chowlyinc.com	Business Type = 	Online Business	Offering = 	"Chowly, Your Off Premise Platform, is dedicated to simplifying operations and driving profitability for restaurants of all sizes. With products like Chowly Online Ordering, seamless third-party marketplace POS integrations, Smart Pricing, delivery services, Restaurant Control Center, and Digital Marketing done-for-you, Chowly empowers restaurants of all sizes to compete and succeed at the highest level. Trusted by 17,000+ restaurants nationwide."								
Unique ID = 	Higgins00010246Public	City = 	NRA	Area = 	Chicago	Business Name = 	Chunk Foods	Business Website = 	https://www.chunkfoods.com/	Business Type = 	Specialty Food(Meat)	Offering = 	"At Chunk, we set out to create a new category of food for every day � one that brings together the unrivaled nutritional benefits of plants with the deeply satisfying taste, texture and chew of your favorite whole cut. We are on a mission to make plant-based eating accessible and enjoyable for everyone, using a handful of healthy ingredients, crafted using the same time-honored cooking traditions of fermentation. Our products are minimally processed and have the cleanest ingredients list ever made in this space - free from thickeners, binders, and additives. Packed with 25g of protein, no cholesterol or GMOs, Chunk easily replaces beef in all your favorite recipes. Easily replacing beef in any recipe, Chunk is extremely versatile - it can be pan-seared, basted, grilled, smoked, stewed, braised, barbecued, or baked. It allows chefs a much greater level of creativity, and requires no additional training."								
Unique ID = 	Higgins00010247Public	City = 	NRA	Area = 	Chicago	Business Name = 	ComplianceMate	Business Website = 	http://compliancemate.com	Business Type = 	AC & Heating	Offering = 	"ComplianceMate� provides the world's leading patented temperature monitoring software and automated line checklist system for food safety compliance and operational effectiveness. With wireless temperature sensors and mobile technologies, ComplianceMate gives users total control over food safety and operational compliance. Data is collected from both the IoT LoRaWan sensors and the ComplianceMate� application and is securely transmitted to the cloud-based dashboard for real-time viewing. The HACCP compliant ComplianceMate software is in place in all types of foodservice industries and locations worldwide and the award-winning system was selected as IoT Innovator of the Year at the IoT/WT Innovation World Cup�."								
Unique ID = 	Higgins00010248Public	City = 	NRA	Area = 	Chicago	Business Name = 	CS Group	Business Website = 	www.csgroupbev.com	Business Type = 	Food/Beverage Manufacturing Grocery/Convenience Store(Gas Station) Grocery/Convenience Store(No Gas Station) Hotels/Motels(Casino)	Offering = 	"CS Group is an innovative beverage manufacturer with a diverse portfolio of beverage brands. We focus on innovation, quality, and product efficacy to create unique beverage brands that are timely and on-trend. We utilize high quality ingredients and natural flavors to create beverages that consumers are asking for. CS Group�s brands, Cool Attitudes Craft Mixers and Citrus Springs Juices, are featured in over 50,000 restaurants, hotels, casinos, nightclubs, universities, and vacation venues around the US and are available through an elite network of distributors including PepsiCo, SYSCO, US Foods, PFG, and more."								
Unique ID = 	Higgins00010249Public	City = 	NRA	Area = 	Chicago	Business Name = 	Daiya Foods Inc.	Business Website = 	https://daiyafoods.com/en-ca/pages/food-service	Business Type = 	Food/Beverage Manufacturing Grocery/Convenience Store(Gas Station) Grocery/Convenience Store(No Gas Station) Hotels/Motels(Casino)	Offering = 	"Daiya Foods is pioneering plant-based products that delight people and planet. Free from the top 9 common allergens, our certified Vegan items are best in class making Daiya Foods #1 plant-based Cheese brand in North America. Daiya Foods best in class promise is bringing deliciously dairy free items without compromising on flavor. Daiya currently has slices, shreds, cheese sticks and cream cheese in food service offerings along with over 80 items in retail with a focus on future innovation. For more information, please visit https://daiyafoods.com/pages/food-service"								
Unique ID = 	Higgins00010250Public	City = 	NRA	Area = 	Chicago	Business Name = 	Detpak	Business Website = 	detpak.com	Business Type = 	Food/Beverage Manufacturing Grocery/Convenience Store(Gas Station) Grocery/Convenience Store(No Gas Station) Hotels/Motels(Casino)	Offering = 	"Detpak is a leader and innovator of packaging solutions for the foodservice industry. A family-owned, Australian business, Detpak is a specialist paper and board packaging manufacturer founded in South Australia. Designing, manufacturing, and supplying the foodservice industry with world-class paper and cardboard products, Detpak delivers with the level of service and care you would expect from a family-owned business. Today a worldwide network includes manufacturing in seven countries and sales offices through Australia, New Zealand, Asia, South Africa, the Middle East, India, America, and Europe. Detpak is responsible by design, find out more at www.detpak.com."								
Unique ID = 	Higgins00010251Public	City = 	NRA	Area = 	Chicago	Business Name = 	Digital Restaurant Association	Business Website = 	digitalrestaurants.org	Business Type = 	Trade	Offering = 	"The Digital Restaurant Association is a non-profit 501(c)6 membership organization dedicated to helping restaurants thrive in the digital world. The DRA strives to be the premiere restaurant industry resource for profitable online revenue generation, innovation, public policy and growth. Led by an independent board and Executive Director, the DRA leverages a range of executive experience across culinary arts, food technology, and public policy. The DRA will use its collective power to advance policies that will protect and promote the digital restaurant ecosystem to ensure that delivery is financially sustainable for restaurants."								
Unique ID = 	Higgins00010252Public	City = 	NRA	Area = 	Chicago	Business Name = 	"Draft Top, Inc."	Business Website = 	drafttop.com	Business Type = 	Alcohol/Tobacco Sales	Offering = 	"Welcome to the Draft Top� Inc. booth at the National Restaurant Show! We're proudly based in the USA and are excited to showcase our innovative bar tools that are changing the way the world drinks from cans. Imagine sipping your favorite canned beverage as if it were poured fresh from a tap or served in a glass�this is the experience our products deliver. Founded by Armand Ferranti, Draft Top is dedicated to revolutionizing your drinking experience with our unique can opener technology. Our flagship product, the Draft Top Lift, and its siblings, the DT Pro and Can clips, are designed not just to open cans, but to transform them. Say goodbye to sharp edges and hello to a burst of aroma that enhances every sip, aligning closely with the principle that ""You can�t taste what you can�t smell."" At our booth, you�ll find the Draft Top Pro, which effortlessly removes the entire top of almost any can, enhancing the aroma and allowing a fuller flavor profile, just like drinking from a glass. For professionals, our DT Pro is built for..."								
Unique ID = 	Higgins00010253Public	City = 	NRA	Area = 	Chicago	Business Name = 	DYMA Brands	Business Website = 	https://dymabrands.com/	Business Type = 	Food/Beverage Manufacturing Grocery/Convenience Store(Gas Station) Grocery/Convenience Store(No Gas Station) Hotels/Motels(Casino)	Offering = 	"DYMA Brands is your partner for flavor and stands for great, innovative products that bring enhanced flavors to foodservice. Focused on liquid portion control and bulk condiments and sauces, dry condiments & seasonings, and dry blended mixes, DYMA brings unmatched knowledge and expertise in these three categories. The heart of the company centers around a workplace culture that proudly reflects the values and service-first approach. The team consists of passionate people who love working together to find the perfect flavor solution. Because DYMA is focused, nimble, and always there to serve, customers can trust them."								
Unique ID = 	Higgins00010254Public	City = 	NRA	Area = 	Chicago	Business Name = 	Ecolab	Business Website = 	http://www.ecolab.com	Business Type = 	*Industry: Safety/Security & Legal	Offering = 	"A trusted partner for millions of customers, Ecolab is a global sustainability leader offering food safety and infection prevention solutions and services that protect people and the resources vital to life. Through a comprehensive approach, we power outcomes that matter most for restaurants: Clean spaces, a protected reputation and optimized operations. Our experts are an extension of your team. They provide on-site guidance for food safety and compliance as well as actionable insights to improve service and training. With Ecolab, you have the resources and confidence you need for all areas of your restaurant operations. Visit Ecolab.com/restaurants to learn more."								
Unique ID = 	Higgins00010255Public	City = 	NRA	Area = 	Chicago	Business Name = 	Econolease Financial Services	Business Website = 	www.econolease.com	Business Type = 	*Industry: Finance & Insurance	Offering = 	"Econolease Financial Services is America's leader in foodservice equipment financing. Whether starting up, renovating, expanding or replacing equipment, we deliver the industry's most competitive rates and terms, meeting a wide range of needs for our clients. From back of the house kitchen equipment to front of the house needs such as POS, coffee, audio/video, furniture and more. We can tailor a financing or rental solution to meet your ongoing business needs. Think outside the bank! www.econolease.com"								
Unique ID = 	Higgins00010256Public	City = 	NRA	Area = 	Chicago	Business Name = 	"Electro Freeze, An Ali Group Company"	Business Website = 	http://www.electrofreeze.com	Business Type = 	Business Supply's	Offering = 	"Electro Freeze� has been a leading manufacturer of frozen treat and frozen beverage equipment since 1929. The full Electro Freeze� line ranges from space-saving counter top models to compact floor units both gravity and pressurized. Together, they offer the perfect fit for all frozen dessert and frozen beverage needs: soft serve ice cream, yogurt, shakes, frozen custard, slush, frozen cocktails, gelato and Italian Ice. Electro Freeze� prides itself in manufacturing equipment that is dependable, easy to operate and simple to maintain to assist operators in growing profits. Visit our website for more information www.electrofreeze.com. We look forward to visiting with you in our booth #5031. See our latest concept, the Auto Flex Cleaning System that provides a state-of-the-art sanitization solution for the H.C. Duke/Electro Freeze GES soft serve freezers."								
Unique ID = 	Higgins00010257Public	City = 	NRA	Area = 	Chicago	Business Name = 	Eli's Cheesecake Co.	Business Website = 	www.elicheesecake.com	Business Type = 	Other: Food & Hospitality	Offering = 	"In 1980, Eli Schulman declared cheesecake would be the signature dessert for his legendary Chicago steakhouse, Eli's The Place For Steak. His unconventional fast and hot baking method resulted in the creation of Chicago-Style cheesecake: a beautiful caramelization on the outside and a creamy consistency on the inside, baked on a shortbread cookie crust. What began in his restaurant's kitchen has grown into one of the country's largest cheesecake and dessert bakeries. Still a family owned business, all Eli's Cheesecakes are handmade and decorated right here in Chicago! We attribute our success to a strong commitment to quality, empowering our workforce and following Eli Schulman's mantras ""Charity will never bust you,"" and ""Treat others as if you were the other."""								
Unique ID = 	Higgins00010258Public	City = 	NRA	Area = 	Chicago	Business Name = 	Emmi Desserts	Business Website = 	http://www.tasteitpresents.com	Business Type = 	Other: Food & Hospitality	Offering = 	"WONDER, IN EVERY BITE� Taste It Presents creates the most well-loved desserts & baked goods in the industry. Delighting pleasure seekers nationwide for 20+ years, we specialize in crowd-pleasing favorites, ON & OFF-Premise solutions and custom signature desserts that build loyal followings and boost bottom lines. From national and regional chains, to casual and fast casual dining, QSR, fine dining, independents, contract management, hotels, caterers, broadliners and others, we understand the pressures of the foodservice business and place a premium on product consistency, customer service and reliability. Together with our sister companies: Cannoli Factory, Love & Quiches, Joey�s Fine Foods and The Emmi Group, we offer a full range of triumphant desserts & baked goods created with meticulous care, including: � Cakes, Trays & Pies � Cheesecakes � Individuals, Jars, Cups and Grab-n-Go � Brownies, Bars, & Cookies � Mousse Desserts � Gluten Free Desserts � Quiche, Muffins, Loaves & other baked goods � Italian, Spanish, Latin and other gourmet specialties � Custom and Other Specialties Choose from our wide variety of ready-made items, or let our award-winning R&D team develop a custom creation for your company. In our hectic, over scheduled world, our vision is to create moments to blissfully linger. Connect with us, and Taste The Difference!"								
Unique ID = 	Higgins00010259Public	City = 	NRA	Area = 	Chicago	Business Name = 	Epicurean Butter	Business Website = 	www.epicureanbutter.com	Business Type = 	Food/Beverage Manufacturing Grocery/Convenience Store(Gas Station) Grocery/Convenience Store(No Gas Station) Hotels/Motels(Casino)	Offering = 	"Epicurean Butter makes high-quality, chef-created flavored butter using only the best ingredients. From savory to sweet, our line of flavored butter is available in a variety of sizes and formats available for retail, foodservice, and wholesale needs. Epicurean Butter is flavored butter that combines the finest ingredients with time-saving convenience to create an easy, reliable way for consumers, foodservice professionals, and wholesalers to make food taste better without the extra prep time or long grocery/ingredient list."								
Unique ID = 	Higgins00010260Public	City = 	NRA	Area = 	Chicago	Business Name = 	Equinox Louvered Roof	Business Website = 	http://www.equinoxroof.com	Business Type = 	Landscape Services	Offering = 	"- Knotwood is an industry leader in aluminum building materials that are manufactured to look and perform like real wood. More sustainable than wood, Knotwood building materials limit maintenance and eliminate many of the issues that come from building with wood such as warping, rotting, insects, and mold. Choosing Knotwood for your building project adds a unique style and aesthetic that will stand the test of time and look great for years to come. - Equinox Louvered Roof is the premier supplier of exclusive, controllable shade structures for residential and commercial design applications. Equinox motorized louvered roofs are fully customizable to enhance all outdoor spaces, providing individuality while increasing ROI. Our motorized shade structures provide protection from the elements, allowing use of outdoor spaces regardless of the weather. Equinox louvered roofs compliment any architectural style to deliver a premium experience. https://www.equinoxroof.com"								
